uuid,region,settlement,brand,krs_name_s,n_city,d_1,d_road,d_city,popul_dens
c2f66b26-5506-48b8-8781-e0de47abfeff,['Sachsen'],Landkreis,ARAL,['Nordsachsen'],Leipzig,"906","24872","31897","98"
328b0449-c884-42ac-9c55-b8ca6a332b6b,['Sachsen'],Landkreis,OIL!,['Bautzen'],Dresden,"7487","21172","51543","126"
32c698b1-9f6a-46da-8109-7e6433b01183,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"1112","24624","53491","126"
32de4f3b-d8f5-4256-99eb-64309ebc7af4,['Sachsen'],Landkreis,bft,['Leipzig'],Leipzig,"2627","2688","27118","2087"
339d0d90-846e-43c7-b2a8-e81899ad1741,['Sachsen'],Stadtkreis,ARAL,['Chemnitz'],Chemnitz,"528","7609","3241","1134"
33edff55-0b2f-4c5c-a46c-699d4fd3c27d,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Erzgebirgskreis'],Chemnitz,"4063","8130","23730","186"
02fcb5ad-1c69-42b4-adee-df88479d7e87,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"683","2811","4327","2087"
ecf87968-50db-47f9-9135-fae1919bd36d,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"1484","3148","7328","2087"
f3e68212-a4dc-4f65-a60d-96f7b1acc642,['Sachsen'],Landkreis,TotalEnergies,['Nordsachsen'],Leipzig,"906","24029","31037","98"
353de610-f7c6-4ff1-a85f-156c32f53afd,['Sachsen'],Landkreis,Esso,['Bautzen'],Dresden,"7401","7121","47630","126"
359524ac-4dff-4d48-9ce7-4a7e94eaa244,['Sachsen'],Landkreis,ESSO,['Zwickau'],Chemnitz,"940","1641","10957","337"
35cfc5c7-6c62-4a94-8a7e-9473ab64c408,['Sachsen'],Landkreis,TotalEnergies,['Zwickau'],Chemnitz,"102","6591","34884","337"
ca954573-b35e-462f-bcef-1d14182288f4,['Sachsen'],Landkreis,Supermarkt,['Zwickau'],Chemnitz,"1032","788","33123","337"
04727fe3-e06d-4af8-b2dd-a75b50cbc116,['Sachsen'],Landkreis,Globus SB Warenhaus,['Landkreis Vogtlandkreis'],Chemnitz,"2770","325","73149","163"
367b78a9-7c3f-47c9-8e8d-5723b343444c,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"418","2101","6661","1726"
36b4b812-fede-4f2c-b1b8-c51735325858,['Sachsen'],Stadtkreis,Shell,['Dresden'],Dresden,"742","4206","1790","1726"
6aec1a3e-a2c0-452a-9196-44103f1d8eaf,['Sachsen'],Landkreis,Shell,['Zwickau'],Chemnitz,"902","8484","32021","337"
37dd3327-1a04-444f-9630-a985beaf083e,['Sachsen'],Landkreis,Freie Tankstelle,['Landkreis Vogtlandkreis'],Chemnitz,"791","9217","50489","163"
68854518-076b-4a42-01ec-cc1ef44eb0f1,['Sachsen'],Stadtkreis,CleanCar,['Chemnitz'],Chemnitz,"167","1896","2817","1134"
47efaa68-c36a-4456-825b-1327bb5f7542,['Sachsen'],Landkreis,freie Tankstelle,['Landkreis Erzgebirgskreis'],Chemnitz,"163","19413","42917","186"
38d78423-4345-47b7-bf42-1501b8c9d197,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"418","1517","6250","1726"
f92dbc00-135b-491e-a321-f969231142fc,['Sachsen'],Landkreis,,['Görlitz'],Dresden,"1047","19366","79865","122"
63fcf00a-3e4c-4ccf-8f17-939023696cd1,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"786","7422","5249","2087"
092d415c-4c43-48a5-952d-e1fbbba81a54,['Sachsen'],Landkreis,BFT,['Meißen'],Dresden,"273","23299","48519","167"
636538b1-91a5-45fe-b2fc-d46b809c0310,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Vogtlandkreis'],Chemnitz,"3279","1350","49443","163"
cf5e57bb-05b2-4261-b696-7c5350a2351d,['Sachsen'],Landkreis,Sprint,['Zwickau'],Chemnitz,"738","1696","27422","337"
cfbe6d86-3f43-4717-bbad-f45aee0db320,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"1281","7776","1489","2087"
618cad21-d760-4a4f-acb5-e30c4051c7ff,['Sachsen'],Landkreis,BFT,['Nordsachsen'],Chemnitz,"708","6182","45705","98"
600e29d9-51fc-413e-990e-7fa2583a118a,['Sachsen'],Landkreis,ARAL,['Bautzen'],Dresden,"5440","627","22493","126"
d0cc384e-acf7-41ff-93cb-fd85ac6fd742,['Sachsen'],Landkreis,BFT,['Mittelsachsen'],Chemnitz,"885","14705","19483","146"
5e44d2ce-4d22-4abe-97d5-761567b8b277,['Sachsen'],Landkreis,ESSO,['Mittelsachsen'],Chemnitz,"1259","2981","35852","146"
5e2e90b0-c3db-4328-34ea-b8272d497251,['Sachsen'],Landkreis,GULF,['Nordsachsen'],Chemnitz,"3248","10107","48984","98"
5e273205-6129-4544-9b35-2de29450329e,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"438","195","27078","167"
3bcd61da-6d83-49f4-a20a-19d5523a7ae8,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"2226","3426","1867","1726"
d1dc978b-681c-4ab1-bf36-145c1b979021,['Sachsen'],Landkreis,ARAL,['Sächsische Schweiz-Osterzgebirge'],Dresden,"2133","14493","19020","148"
3bf07b60-de97-4144-8410-68749b4d1f6e,['Sachsen'],Landkreis,Esso,['Sächsische Schweiz-Osterzgebirge'],Dresden,"6780","13985","18789","148"
5cc71122-403e-4a55-89d8-f357a874b3cf,['Sachsen'],Landkreis,Shell,['Zwickau'],Chemnitz,"940","2884","11608","337"
3c44ee73-05de-4edd-887b-774fff56a8cb,['Sachsen'],Landkreis,ELAN,['Bautzen'],Dresden,"57","5507","32982","126"
5bbc1d4f-ae96-4a5c-81c9-6bb90f090f5b,['Sachsen'],Stadtkreis,Shell,['Dresden'],Dresden,"361","2820","3189","1726"
005056ba-7cb6-1ed2-bceb-c1ae95538d50,['Sachsen'],Landkreis,Sonstige,['Sächsische Schweiz-Osterzgebirge'],Dresden,"884","1494","11348","148"
3d43876d-107c-4399-8065-efc704755a63,['Sachsen'],Landkreis,T Xpress,['Sächsische Schweiz-Osterzgebirge'],Dresden,"6780","20343","25569","148"
5965f231-667d-4c12-80b0-4b32325e2760,['Sachsen'],Landkreis,ARAL,['Sächsische Schweiz-Osterzgebirge'],Dresden,"631","3774","8389","148"
595b48a4-b129-494e-8cea-23b15222d1a6,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"2198","11121","21983","2087"
3d8645ac-3640-42fe-adb2-2d7cb8129fe5,['Sachsen'],Landkreis,Supermarkt,['Sächsische Schweiz-Osterzgebirge'],Dresden,"2566","6845","16668","148"
57f26166-2862-43df-adb8-4e7aea539c6f,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"2209","6407","3708","1726"
67137cc2-d235-4770-95e6-70413f180a1b,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"747","5655","1728","2087"
d53bab8a-48c2-46d1-b97c-3f2c52510bf5,['Sachsen'],Landkreis,Shell,['Nordsachsen'],Leipzig,"8149","8895","15758","98"
5727d0e7-dda1-4898-a3c7-5a3d60e1cd55,['Sachsen'],Landkreis,TotalEnergies,['Leipzig'],Leipzig,"256","554","24877","2087"
56dadafd-828f-4e1d-9008-1bfe0d85b5ad,['Sachsen'],Landkreis,Shell,['Mittelsachsen'],Chemnitz,"3974","1377","17342","146"
3e90bc3a-01ec-40c2-8b9b-7e2143c0d883,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"722","6161","4103","2087"
d6b0d010-e1b5-4078-9600-78c52b21950d,['Sachsen'],Landkreis,GO,['Nordsachsen'],Leipzig,"5132","34621","43553","98"
25bbcf0b-95e5-4ccf-8f9c-6621673abe99,['Sachsen'],Stadtkreis,bft,['Leipzig'],Leipzig,"691","2620","4677","2087"
d7d31c1d-0b41-451c-9b46-ac01542d98fc,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"4214","2116","8877","2087"
530d23f3-c838-4eaf-b6df-65e32432a899,['Sachsen'],Stadtkreis,Tankcenter,['Chemnitz'],Chemnitz,"362","1848","4834","1134"
3cdf8d13-9faa-4bac-bc58-3f490ca70557,['Sachsen'],Stadtkreis,ESSO,['Dresden'],Dresden,"781","284","4593","1726"
52ed69e2-1c00-41c7-9143-308fc6b75fe5,['Sachsen'],Stadtkreis,Shell,['Leipzig'],Leipzig,"527","8116","4778","2087"
52d87455-b7d6-46e7-bbc8-5b35bfdf6584,['Sachsen'],Landkreis,GO,['Görlitz'],Dresden,"4256","15099","53172","122"
d8519c79-59d8-4cab-a2d2-488ad3b726a1,['Sachsen'],Stadtkreis,Tankcenter,['Leipzig'],Leipzig,"808","4104","4296","2087"
51d4b70e-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Bautzen'],Dresden,"1031","2897","50504","126"
51d4b6e7-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Chemnitz'],Chemnitz,"83","601","4192","1134"
51d4b6c2-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Zwickau'],Chemnitz,"570","2285","28502","337"
51d4b6a5-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Dresden'],Dresden,"781","78","5057","1726"
51d4b690-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Meißen'],Dresden,"279","18850","42776","167"
51d4b669-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Meißen'],Dresden,"51","102","5501","167"
51d4b668-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Zwickau'],Chemnitz,"1293","11160","39967","337"
51d4b665-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Dresden'],Dresden,"1313","10369","8164","1726"
51d4b656-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Zwickau'],Chemnitz,"343","6096","33542","337"
4017cfb6-6035-46dd-b7a9-55b79fe20d97,['Sachsen'],Landkreis,EPT,['Görlitz'],Dresden,"7046","22452","71217","122"
f99dff86-e100-46b3-a8d3-54216c300b27,['Sachsen'],Landkreis,TotalEnergies,['Mittelsachsen'],Chemnitz,"885","14568","18659","146"
51d4b605-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Zwickau'],Chemnitz,"3250","7816","37891","337"
51d4b5d1-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Sächsische Schweiz-Osterzgebirge'],Dresden,"2467","1253","6122","148"
40703eda-e0ec-4cc2-baec-4da729715fb5,['Sachsen'],Landkreis,BFT,['Landkreis Erzgebirgskreis'],Chemnitz,"9949","22037","34743","186"
51d4b58c-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Sächsische Schweiz-Osterzgebirge'],Dresden,"1622","5817","15236","148"
51d4b560-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Leipzig'],Leipzig,"2065","865","8175","2087"
dab92e4c-b156-4075-a5da-201bd98efcb6,['Sachsen'],Landkreis,GO,['Landkreis Erzgebirgskreis'],Chemnitz,"3743","26787","27858","186"
51d4b529-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Mittelsachsen'],Chemnitz,"456","14562","30534","146"
0e4638dc-c2e5-41b8-b6dd-e5f38df5ea95,['Sachsen'],Landkreis,ELAN,['Landkreis Erzgebirgskreis'],Chemnitz,"3964","8464","11407","186"
51d4b4ef-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Landkreis Vogtlandkreis'],Chemnitz,"739","5045","49263","163"
3c03d801-adcd-4315-9af3-3e6602b981a8,['Sachsen'],Landkreis,EPT,['Meißen'],Dresden,"585","12600","22838","167"
51d4b490-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Dresden'],Dresden,"1318","473","7309","1726"
dbd9d68d-c046-429c-b0af-d050c27f06a2,['Sachsen'],Landkreis,BFT,['Zwickau'],Chemnitz,"733","3593","37926","337"
41a770d5-eaaf-4834-bcec-653a64ab6c1c,['Sachsen'],Landkreis,SB-Markttankstelle,['Landkreis Vogtlandkreis'],Chemnitz,"332","5314","66414","163"
41d0da1c-cbc2-4d21-b5eb-9f9990ff3e38,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"3736","2574","15177","2087"
4e556017-3ff4-4af6-87bc-13a2c6ec98ee,['Sachsen'],Landkreis,Shell,['Zwickau'],Chemnitz,"189","1932","33380","337"
4db3d30a-dcad-49e3-9cef-610f2f2d0eb1,['Sachsen'],Landkreis,Sprint,['Görlitz'],Dresden,"4236","18929","56389","122"
4a9d9abb-20e6-4433-9e33-5e4550a64d07,['Sachsen'],Landkreis,ESSO,['Mittelsachsen'],Chemnitz,"2211","391","21946","146"
cff30c13-0529-45b6-864a-00d2cedeeb04,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"792","1286","4424","1726"
06272de7-4d3c-49cc-b164-eb2495c5511e,['Sachsen'],Landkreis,ELAN,['Zwickau'],Chemnitz,"745","2631","10374","337"
e1a15081-261e-9107-e040-0b0a3dfe563c,['Sachsen'],Stadtkreis,HEM,['Leipzig'],Leipzig,"1314","2325","4903","2087"
49241ed5-714b-4118-92f1-b447cfd7e001,['Sachsen'],Landkreis,ARAL,['Zwickau'],Chemnitz,"3524","159","32777","337"
4681f2e6-fb5f-4dd6-bb6f-62f8b07d0858,['Sachsen'],Landkreis,Globus SB Warenhaus,['Bautzen'],Dresden,"1112","25056","54511","126"
453c277e-6ca6-49b8-acbd-a82d6bd25bf1,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"895","3149","25924","2087"
e1a15081-24bc-9107-e040-0b0a3dfe563c,['Sachsen'],Landkreis,HEM,['Mittelsachsen'],Chemnitz,"1190","6113","15539","146"
44f31744-0283-4fe2-9e2c-67ba7a754726,['Sachsen'],Landkreis,SB,['Bautzen'],Dresden,"4693","19935","50081","126"
005056ba-7cb6-1ed2-bceb-bf3885504d4e,['Sachsen'],Landkreis,STAR,['Mittelsachsen'],Chemnitz,"1865","6386","10386","146"
005056ba-7cb6-1ed2-bceb-becc771dcd4e,['Sachsen'],Stadtkreis,ORLEN,['Dresden'],Dresden,"354","2339","4546","1726"
44aa3b08-9bbb-4d33-9c8f-2500ef62f6c8,['Sachsen'],Landkreis,Globus SB Warenhaus,['Zwickau'],Chemnitz,"188","4498","32819","337"
4479aa12-7476-46da-84e0-bbdef1b5c0c6,['Sachsen'],Landkreis,ESSO,['Nordsachsen'],Leipzig,"232","2419","10755","98"
e0b4e199-3dcf-4584-e58e-b7d4cd0af329,['Sachsen'],Landkreis,GULF,['Leipzig'],Chemnitz,"6001","3297","42257","2087"
43cbaba4-c15d-43d2-56bd-d57a4b92698b,['Sachsen'],Landkreis,Freie Tankstelle,['Landkreis Erzgebirgskreis'],Chemnitz,"6034","13832","46891","186"
437a650c-d757-4418-901c-52a06e7b6238,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"163","19567","43072","186"
f9d88326-1daf-45d6-b5a2-e1b92044d03f,['Sachsen'],Landkreis,ESSO,['Görlitz'],Dresden,"1047","20006","79741","122"
431170c0-24bf-47f3-85ca-46a2b307eefd,['Sachsen'],Stadtkreis,TotalEnergies,['Chemnitz'],Chemnitz,"849","8458","4085","1134"
43241294-1ebd-499b-b871-ffa740e18859,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Vogtlandkreis'],Chemnitz,"1210","2957","64746","163"
c9e5a4b5-2c22-4e6b-9816-376bffe91a5f,['Sachsen'],Landkreis,PIN Service-Station,['Landkreis Erzgebirgskreis'],Chemnitz,"1900","8899","28302","186"
f9d9f2ce-a4cf-45df-9343-21ee77746e0d,['Sachsen'],Landkreis,BFT,['Zwickau'],Leipzig,"645","2287","58587","337"
1108325c-68b4-448d-b14d-4b319696585d,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"4648","29119","42220","167"
121f7cff-033e-49d9-82c4-34c501949413,['Sachsen'],Stadtkreis,ARAL,['Dresden'],Dresden,"41","3523","7500","1726"
45870418-d16e-40e2-852c-8dd927e0de8c,['Sachsen'],Landkreis,Shell,['Nordsachsen'],Leipzig,"1662","11570","20237","98"
fb0da187-9095-4ffc-86ae-ea444d4d71c0,['Sachsen'],Landkreis,ESSO,['Nordsachsen'],Leipzig,"5","18420","24257","98"
0ededd2c-381c-45fc-830e-efe32fba2bc2,['Sachsen'],Stadtkreis,ESSO,['Chemnitz'],Chemnitz,"1225","3776","3238","1134"
4b57ad4b-8b70-45fc-869f-e613a6294ce9,['Sachsen'],Stadtkreis,ESSO,['Leipzig'],Leipzig,"292","3493","3671","2087"
9feb1add-e019-4774-be19-83e7e5023a74,['Sachsen'],Stadtkreis,TOTAL,['Leipzig'],Leipzig,"3079","7994","8027","2087"
4ca0f011-2d22-4ff6-832e-cee46038aaa2,['Sachsen'],Landkreis,Sprint,['Meißen'],Dresden,"472","11285","21434","167"
195de2d8-8dc1-4652-bc00-e2c51383f004,['Sachsen'],Landkreis,ESSO,['Landkreis Erzgebirgskreis'],Chemnitz,"1989","25152","30087","186"
faa4edcf-465a-4120-9dc1-eab64c7cbe92,['Sachsen'],Landkreis,Q1,['Meißen'],Dresden,"1190","12015","34563","167"
51d4b48a-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Landkreis Erzgebirgskreis'],Chemnitz,"947","1058","16080","186"
fb0a1235-f108-4a50-b7d2-edf2b5d37051,['Sachsen'],Landkreis,Sprint,['Meißen'],Dresden,"841","10570","21219","167"
51d4b53f-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Chemnitz'],Chemnitz,"357","2067","2730","1134"
3a12a36c-edb3-4568-a783-c5ced061bbe9,['Sachsen'],Landkreis,TotalEnergies,['Bautzen'],Dresden,"0","9778","35264","126"
1e856ac3-76f5-402c-803f-f05f2d577de3,['Sachsen'],Stadtkreis,Shell,['Chemnitz'],Chemnitz,"1600","1259","5863","1134"
ef12caa4-e3af-4c98-a881-9d09a84e7849,['Sachsen'],Stadtkreis,Sprint,['Dresden'],Dresden,"41","3514","7540","1726"
51d4b5e6-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Zwickau'],Chemnitz,"745","1869","9737","337"
c1aa8a30-dfd3-4b0b-b484-d53f57279506,['Sachsen'],Landkreis,AVIA,['Mittelsachsen'],Chemnitz,"18","5256","12667","146"
b65545c8-c86a-412a-8618-24b90a8463e3,['Sachsen'],Landkreis,SB-Markttankstelle,['Bautzen'],Dresden,"472","25364","56788","126"
8ae394b5-d2dd-423d-ad2c-c37ff41326a8,['Sachsen'],Landkreis,Shell,['Landkreis Vogtlandkreis'],Chemnitz,"1","79","71326","163"
494ee1c1-400b-49bf-9afa-c6205013e3ba,['Sachsen'],Stadtkreis,Freie Tankstelle,['Chemnitz'],Chemnitz,"1","2838","2413","1134"
51d4b63c-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,Supermarkt-Tankstelle,['Landkreis Vogtlandkreis'],Leipzig,"2360","7735","91770","163"
51d4b667-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Leipzig'],Leipzig,"310","6420","4783","2087"
dae5f89f-f3e4-438d-92fe-cc4b59857cd1,['Sachsen'],Landkreis,ARAL,['Landkreis Vogtlandkreis'],Chemnitz,"4","3482","47228","163"
28081e8a-6944-49c2-bf1b-283c81056e1b,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"744","13265","30942","167"
44531d7a-4f95-49ed-8127-7e010faa126b,['Sachsen'],Landkreis,Shell,['Bautzen'],Dresden,"0","72","44260","126"
284297a3-c05b-41e8-84a1-8513a1869644,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"1170","4357","4333","1726"
977180a3-ed90-4ac8-9fb4-3aaaa680c63d,['Sachsen'],Landkreis,bft,['Leipzig'],Leipzig,"7","3716","14035","2087"
3333871d-3109-4fe8-a4f1-69ec6f3bc22c,['Sachsen'],Landkreis,tankpoint,['Bautzen'],Dresden,"762","12413","36885","126"
d8a545c5-65b7-4e9b-bde5-c11679879cca,['Sachsen'],Landkreis,Supermarkt,['Görlitz'],Dresden,"1383","33905","75230","122"
b52f0aec-14e0-45c3-a7a3-8f9490ac2c92,['Sachsen'],Landkreis,ARAL,['Meißen'],Dresden,"1253","2009","7415","167"
7a91b8a0-a821-41f3-8748-213797564972,['Sachsen'],Landkreis,Tankstelle,['Sächsische Schweiz-Osterzgebirge'],Dresden,"0","12784","24395","148"
590a0519-ba3f-4d38-aead-89fee1f84e31,['Sachsen'],Landkreis,TotalEnergies,['Meißen'],Dresden,"1190","12972","33916","167"
37c10c86-b6bf-4674-84a3-b5005adb896e,['Sachsen'],Landkreis,Q1,['Landkreis Erzgebirgskreis'],Chemnitz,"2832","22676","30597","186"
59118d66-4c3a-47f3-b6f3-0e9d8193bb6e,['Sachsen'],Landkreis,ARAL,['Sächsische Schweiz-Osterzgebirge'],Dresden,"930","4313","17726","148"
fc096eb8-d31d-4640-be4e-9fdef7a27b68,['Sachsen'],Stadtkreis,TotalEnergies,['Dresden'],Dresden,"3021","9183","5924","1726"
59af0a78-f97c-4a92-a773-4bfa4fe2cab1,['Sachsen'],Stadtkreis,GO,['Leipzig'],Leipzig,"305","7543","4701","2087"
3a17dbe1-4a87-437a-bd1b-ce0734b02daf,['Sachsen'],Stadtkreis,ARAL,['Chemnitz'],Chemnitz,"366","1740","3094","1134"
22cc8944-29bc-487e-f035-962c01a7aa47,['Sachsen'],Landkreis,GULF,['Görlitz'],Dresden,"3385","3964","77847","122"
5c196f8a-6b17-4e52-b174-74446ce01870,['Sachsen'],Landkreis,Tankcenter,['Mittelsachsen'],Chemnitz,"1651","13038","28861","146"
4a17fd29-3033-43f7-8815-032c9e46f113,['Sachsen'],Landkreis,ARAL,['Zwickau'],Chemnitz,"1110","10697","40285","337"
4b5a018a-66e3-4b7e-ab26-7a3ab17c8ff3,['Sachsen'],Stadtkreis,Supermarkt,['Leipzig'],Leipzig,"203","765","6423","2087"
5d0f2c5a-b3f1-45a9-835b-22de1a0b8ba7,['Sachsen'],Landkreis,bft,['Landkreis Vogtlandkreis'],Chemnitz,"1969","8699","47972","163"
51d4b526-a095-1aa0-e100-80009459e03a,['Sachsen'],Landkreis,JET,['Landkreis Erzgebirgskreis'],Chemnitz,"851","9448","31890","186"
51d4b546-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,JET,['Dresden'],Dresden,"742","2898","2321","1726"
51d4b580-a095-1aa0-e100-80009459e03a,['Sachsen'],Stadtkreis,Supermarkt-Tankstelle,['Chemnitz'],Chemnitz,"1181","1017","5672","1134"
fc38c9fd-7fec-4d10-9115-c41444416b0e,['Sachsen'],Landkreis,Markenfreie TS,['Leipzig'],Leipzig,"1161","3276","26813","2087"
9eef3035-fdb4-4e3a-a71e-4149daa392e5,['Sachsen'],Stadtkreis,ESSO,['Dresden'],Dresden,"748","1465","3741","1726"
5224e8f8-9c45-4c40-9f83-0c6df48f40e8,['Sachsen'],Landkreis,Sprint,['Mittelsachsen'],Chemnitz,"3805","3861","18730","146"
efd9cd36-fd0c-41f2-8841-7fa0596577a3,['Sachsen'],Landkreis,BFT,['Mittelsachsen'],Chemnitz,"4443","8844","30317","146"
56515c41-8c51-4792-8f1f-7b4cd9645db4,['Sachsen'],Landkreis,TotalEnergies,['Mittelsachsen'],Chemnitz,"2966","1610","8556","146"
65fe3547-4872-46c1-8ace-7e7ef44a6444,['Sachsen'],Landkreis,Shell,['Zwickau'],Chemnitz,"3417","309","11552","337"
60f44e8b-2eab-40bf-9ba5-685a5dc5f6e3,['Sachsen'],Landkreis,Shell,['Sächsische Schweiz-Osterzgebirge'],Dresden,"1502","2291","7860","148"
61666b41-b5e1-46cc-8e20-435395e3cd90,['Sachsen'],Landkreis,Shell,['Mittelsachsen'],Chemnitz,"272","52","7006","146"
74d202f4-55ed-4499-bb95-fcba5a93cb14,['Sachsen'],Landkreis,TotalEnergies,['Landkreis Vogtlandkreis'],Chemnitz,"1223","1945","54279","163"
774d11ed-59b2-4539-8590-09cf81a785f4,['Sachsen'],Landkreis,Calpam,['Landkreis Vogtlandkreis'],Chemnitz,"3538","5517","52641","163"
630f9bf3-009f-4370-9539-8643583d3481,['Sachsen'],Landkreis,ARAL,['Landkreis Erzgebirgskreis'],Chemnitz,"2520","6882","25783","186"
806b21f9-d492-42aa-a7cd-b76c4e4837e4,['Sachsen'],Stadtkreis,GO,['Leipzig'],Leipzig,"721","2775","4994","2087"
8d439c5f-ff9e-4904-8c4a-e586e86f0f58,['Sachsen'],Landkreis,Shell,['Meißen'],Dresden,"1942","10012","16439","167"
b29ff104-bdb2-43f7-b026-711c99f10b00,['Sachsen'],Landkreis,Shell,['Mittelsachsen'],Chemnitz,"2947","5670","7166","146"
661d8e77-3699-4f18-1218-4a1efabb1e51,['Sachsen'],Landkreis,GULF,['Mittelsachsen'],Dresden,"2802","9851","29816","146"
bc59bf64-0d4d-417e-ab52-ad71d53b7c83,['Sachsen'],Landkreis,ESSO,['Bautzen'],Dresden,"1705","14617","46263","126"
d73876f0-823c-4705-b8b3-b40e88c41843,['Sachsen'],Stadtkreis,ARAL,['Leipzig'],Leipzig,"910","8495","3502","2087"
67d91e45-e10f-4036-a270-adc68ecef1d8,['Sachsen'],Landkreis,Sprint,['Bautzen'],Dresden,"1218","23204","44082","126"
69cac5f7-4337-4d6d-a481-38bf4a387676,['Sachsen'],Landkreis,TotalEnergies,['Mittelsachsen'],Chemnitz,"70","1627","35976","146"
00060280-0004-4444-8888-acdcffffffff,['Sachsen'],Landkreis,Sigmund Hoffmann,['Landkreis Vogtlandkreis'],Chemnitz,"327","1932","69287","163"
6a50df06-19b6-4e68-b143-7f2df9187b56,['Sachsen'],Landkreis,ARAL,['Landkreis Vogtlandkreis'],Chemnitz,"1912","4657","47352","163"
6a650211-e8f6-442f-8507-2ca60c0131d6,['Sachsen'],Landkreis,ARAL,['Leipzig'],Leipzig,"1597","4323","6093","2087"
f5f45e04-0c02-4336-bbb8-9a761970ed0b,['Sachsen'],Stadtkreis,TotalEnergies,['Leipzig'],Leipzig,"2696","3653","6327","2087"
f5f53929-0391-484e-9605-8110bc51dd52,['Sachsen'],Landkreis,TotalEnergies,['Meißen'],Dresden,"1151","19782","41114","167"
6c9a4c9f-1f5f-4130-b2d2-dcc4d34350a8,['Sachsen'],Stadtkreis,Sprint,['Dresden'],Dresden,"417","1803","7974","1726"
6e661e05-fe9a-46d0-8b33-e31f13fac7b9,['Sachsen'],Stadtkreis,AGIP ENI,['Dresden'],Dresden,"2976","1179","7774","1726"
d531da26-4df6-479d-87ce-432ce423c3e6,['Sachsen'],Landkreis,AGIP ENI,['Landkreis Vogtlandkreis'],Chemnitz,"1707","11845","52641","163"
0aab36fa-ac5c-420d-ab50-826a72b18caf,['Sachsen'],Landkreis,AGIP ENI,['Landkreis Vogtlandkreis'],Chemnitz,"3874","15154","73270","163"
e5a8f51b-c9b3-463a-b4be-bc8ff75eb7b1,['Sachsen'],Stadtkreis,AGIP ENI,['Leipzig'],Leipzig,"3658","3595","8674","2087"
00a9c60c-970b-46d6-bf68-fa632d82daa7,['Sachsen'],Landkreis,AGIP ENI,['Bautzen'],Dresden,"3151","4555","25719","126"
